Graph#,dirname,filename,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
638,weaver_social_projection_bipartite_unweighted,N639_weaver_dijk_social_02.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,5,10,1,4,4,0,0,NA,4,0,0,1,0,0,4,nan,0,0,0,0,0,0,1,1,1,0,0,NA,1,1,5,1,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
639,weaver_social_projection_bipartite_unweighted,N640_weaver_dijk_social_03.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,42,152,0.177,27,7.238,4.864,0.672,1.919,7.238,4.864,0.672,1,0,0,27,-0.005,0.036,0.079,0.427729384,0.036,0.079,0.427729384,0.828,0.828,0.596,0.445,0.741,0.601,0.703956631,6,7,6,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
640,weaver_social_projection_bipartite_unweighted,N641_weaver_dijk_social_04.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,FALSE,3,18,27,0.176,5,3,1.247,0.416,0.205,3,1.247,0.416,1,0,0,5,0.47,0.02,0.043,0.147058824,0.02,0.043,0.147058824,0.731,0.731,0.75,0.398,0.45,0.884,0.666666667,2,5,4,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
641,weaver_social_projection_bipartite_unweighted,N642_weaver_dijk_social_05.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,13,19,0.244,5,2.923,1.542,0.528,-0.157,2.923,1.542,0.528,1,0,0,5,0.09,0.148,0.22,0.621212121,0.148,0.22,0.621212121,0.426,0.426,0.635,0.425,0.478,0.889,0.947393353,2,6.5,6,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
642,weaver_social_projection_bipartite_unweighted,N643_weaver_dijk_social_06.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,19,64,0.374,11,6.737,1.915,0.284,0.233,6.737,1.915,0.284,1,0,0,11,0.153,0.066,0.124,0.503267974,0.066,0.124,0.503267974,0.829,0.829,0.754,0.378,0.456,0.829,0.921853394,2,9.5,4,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
643,weaver_social_projection_bipartite_unweighted,N644_weaver_dijk_social_07.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,FALSE,3,9,10,0.278,4,2.222,1.227,0.552,0.424,2.222,1.227,0.552,1,0,0,4,0.535,0.008,0.015,0.035714286,0.008,0.015,0.035714286,0.481,0.481,0.789,0,0,NA,0.800080008,1,5,2,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
644,weaver_social_projection_bipartite_unweighted,N645_weaver_dijk_social_08.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,34,147,0.262,22,8.647,4.504,0.521,0.757,8.647,4.504,0.521,1,0,0,22,-0.116,0.029,0.047,0.248104284,0.029,0.047,0.248104284,0.672,0.672,0.533,0.318,0.719,0.442,0.598643528,4,8.5,4,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
645,weaver_social_projection_bipartite_unweighted,N646_weaver_dijk_social_09.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,12,36,0.545,9,6,2.121,0.353,-1.098,6,2.121,0.353,1,0,0,9,-0.035,0.052,0.058,0.206060606,0.052,0.058,0.206060606,0.649,0.649,0.696,0.153,0.486,0.315,0.666666667,2,6,3,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
646,weaver_social_projection_bipartite_unweighted,N647_weaver_dijk_social_10.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,FALSE,2,16,21,0.175,7,2.625,1.798,0.685,1.01,2.625,1.798,0.685,1,0,0,7,0.088,0.088,0.142,0.419047619,0.088,0.142,0.419047619,0.319,0.319,0.55,0.389,0.539,0.722,0.80952381,3,4.666666667,6,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
647,weaver_social_projection_bipartite_unweighted,N648_weaver_dijk_social_11.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,FALSE,2,42,113,0.131,22,5.381,4.059,0.754,2.09,5.381,4.059,0.754,1,0,0,22,-0.016,0.041,0.085,0.511507499,0.041,0.085,0.511507499,0.62,0.62,0.478,0.449,0.699,0.642,0.743356254,4,10,7,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
648,weaver_social_projection_bipartite_unweighted,N649_weaver_dijk_social_12.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,FALSE,2,39,124,0.167,17,6.359,4.429,0.696,0.768,6.359,4.429,0.696,1,0,0,17,0.119,0.037,0.059,0.222189738,0.037,0.059,0.222189738,0.579,0.579,0.533,0.392,0.741,0.529,0.645158689,4,9.25,7,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
649,weaver_social_projection_bipartite_unweighted,N650_weaver_dijk_social_13.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,FALSE,2,31,117,0.252,16,7.548,5.278,0.699,0.291,7.548,5.278,0.699,1,0,0,16,0.26,0.03,0.039,0.138900257,0.03,0.039,0.138900257,0.662,0.662,0.726,0.227,0.528,0.43,0.675248303,4,6.75,6,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
650,weaver_social_projection_bipartite_unweighted,N651_weaver_dijk_social_14.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,11,38,0.691,10,6.909,2.193,0.317,-0.4,6.909,2.193,0.317,1,0,0,10,-0.394,0.034,0.04,0.118888889,0.034,0.04,0.118888889,0.847,0.847,0.765,0.05,0.497,0.101,0.552638851,2,5.5,2,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
651,weaver_social_projection_bipartite_unweighted,N652_weaver_dijk_social_15.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,FALSE,3,23,43,0.17,8,3.739,2.231,0.597,0.753,3.739,2.231,0.597,1,0,0,8,0.22,0.011,0.019,0.073593074,0.011,0.019,0.073593074,0.614,0.614,0.686,0.036,0.652,0.055,0.232566252,3,3.333333333,3,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
652,weaver_social_projection_bipartite_unweighted,N653_weaver_dijk_social_16.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,64,177,0.088,21,5.531,3.996,0.722,1.497,5.531,3.996,0.722,1,0,0,21,-0.029,0.033,0.061,0.29849066,0.033,0.061,0.29849066,0.605,0.605,0.478,0.549,0.781,0.703,0.768396312,5,12.8,6,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
653,weaver_social_projection_bipartite_unweighted,N654_weaver_dijk_social_17.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,6,9,0.6,5,3,1,0.333,1.8,3,1,0.333,1,0,0,5,-0.364,0.1,0.224,0.6,0.1,0.224,0.6,0.9,0.9,0.714,0.167,0.5,0.334,0.666666667,2,3,2,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
654,weaver_social_projection_bipartite_unweighted,N655_weaver_dijk_social_18.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,6,11,0.733,5,3.667,1.247,0.34,-2.546,3.667,1.247,0.34,1,0,0,5,-0.447,0.067,0.149,0.4,0.067,0.149,0.4,0.767,0.767,0.882,0.033,0.397,0.083,0.63630579,2,3,2,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
655,weaver_social_projection_bipartite_unweighted,N656_weaver_dijk_social_19.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,18,80,0.523,16,8.889,3.281,0.369,0.308,8.889,3.281,0.369,1,0,0,16,-0.21,0.03,0.039,0.155929038,0.03,0.039,0.155929038,0.774,0.774,0.663,0.163,0.663,0.246,0.49999375,3,6,2,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
656,weaver_social_projection_bipartite_unweighted,N657_weaver_dijk_social_20.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,14,62,0.681,13,8.857,2.587,0.292,-0.548,8.857,2.587,0.292,1,0,0,13,-0.224,0.027,0.035,0.11456044,0.027,0.035,0.11456044,0.861,0.861,0.798,0.132,0.471,0.28,0.661300989,2,7,2,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
657,weaver_social_projection_bipartite_unweighted,N658_weaver_dijk_social_21.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,15,64,0.61,14,8.533,3.052,0.358,0.308,8.533,3.052,0.358,1,0,0,14,-0.344,0.03,0.039,0.128937729,0.03,0.039,0.128937729,0.819,0.819,0.712,0.096,0.658,0.146,0.437517091,3,5,2,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
658,weaver_social_projection_bipartite_unweighted,N659_weaver_dijk_social_22.graphml,Aves,Philetairus,socius,social_projection_bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,"Kimberley, South Africa",free-ranging,mark recapture,10 months,N/A,focal follow/ad libitum,not available,TRUE,1,24,62,0.225,16,5.167,3.399,0.658,1.649,5.167,3.399,0.658,1,0,0,16,-0.184,0.051,0.121,0.549124788,0.051,0.121,0.549124788,0.693,0.693,0.544,0.358,0.745,0.481,0.612863686,4,6,4,"Dijk, Renê© E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
659,wildbirds_social_projection_bipartite_weighted,N660_wildbird_firth_network_1.graphml,Aves,Wild_birds,N/A,social_projection_bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,"Oxford, UK",free-ranging,RFID,6 days,1 sec,12 hours,not available,TRUE,1,131,1444,0.17,57,22.046,12.46,0.565,0.686,1.733,1.1,0.635,0.079,0.071,0.899,4.076,0.207,0.013,0.045,0.336932133,0.022,0.053,0.352653548,0.803,0.108,0.686,0.552,0.7,0.789,0.851100371,4,32.75,6,"Firth, Josh A., and Ben C. Sheldon. ""Experimental manipulation of avian social structure reveals segregation is carried over across contexts."" Proceedings of the Royal Society of London B: Biological Sciences 282.1802 (2015): 20142350."
660,wildbirds_social_projection_bipartite_weighted,N661_wildbird_firth_network_2.graphml,Aves,Wild_birds,N/A,social_projection_bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,"Oxford, UK",free-ranging,RFID,6 days,1 sec,12 hours,not available,FALSE,3,135,1483,0.164,62,21.97,15.889,0.723,0.638,1.376,1.325,0.963,0.063,0.077,1.222,4.924,0.26,0.002,0.006,0.055481089,0.005,0.016,0.142632701,0.754,0.068,0.643,0.202,0.525,0.385,0.534061599,3,27.33333333,3,"Firth, Josh A., and Ben C. Sheldon. ""Experimental manipulation of avian social structure reveals segregation is carried over across contexts."" Proceedings of the Royal Society of London B: Biological Sciences 282.1802 (2015): 20142350."
661,wildbirds_social_projection_bipartite_weighted,N662_wildbird_firth_network_3.graphml,Aves,Wild_birds,N/A,social_projection_bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,"Oxford, UK",free-ranging,RFID,6 days,1 sec,12 hours,not available,TRUE,1,126,1615,0.205,58,25.635,17.865,0.697,0.37,1.744,1.442,0.827,0.068,0.08,1.176,4.797,0.37,0.011,0.036,0.375695051,0.019,0.041,0.311354839,0.768,0.079,0.682,0.337,0.677,0.498,0.659440683,4,31.5,6,"Firth, Josh A., and Ben C. Sheldon. ""Experimental manipulation of avian social structure reveals segregation is carried over across contexts."" Proceedings of the Royal Society of London B: Biological Sciences 282.1802 (2015): 20142350."
662,wildbirds_social_projection_bipartite_weighted,N663_wildbird_firth_network_4.graphml,Aves,Wild_birds,N/A,social_projection_bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,"Oxford, UK",free-ranging,RFID,6 days,1 sec,12 hours,not available,FALSE,2,135,2009,0.222,71,29.763,21.263,0.714,0.343,1.868,1.704,0.912,0.063,0.074,1.175,5.652,0.215,0.003,0.005,0.038270545,0.006,0.014,0.096846594,0.821,0.052,0.718,0.144,0.545,0.264,0.503234814,3,31,4,"Firth, Josh A., and Ben C. Sheldon. ""Experimental manipulation of avian social structure reveals segregation is carried over across contexts."" Proceedings of the Royal Society of London B: Biological Sciences 282.1802 (2015): 20142350."
663,wildbirds_social_projection_bipartite_weighted,N664_wildbird_firth_network_5.graphml,Aves,Wild_birds,N/A,social_projection_bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,"Oxford, UK",free-ranging,RFID,6 days,1 sec,12 hours,not available,TRUE,1,145,2512,0.241,78,34.648,22.963,0.663,0.258,2.183,1.742,0.798,0.063,0.072,1.143,6.418,0.26,0.008,0.025,0.226155649,0.014,0.035,0.259809635,0.785,0.04,0.711,0.323,0.637,0.507,0.686311197,4,36.25,4,"Firth, Josh A., and Ben C. Sheldon. ""Experimental manipulation of avian social structure reveals segregation is carried over across contexts."" Proceedings of the Royal Society of London B: Biological Sciences 282.1802 (2015): 20142350."
664,wildbirds_social_projection_bipartite_weighted,N665_wildbird_firth_network_6.graphml,Aves,Wild_birds,N/A,social_projection_bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,"Oxford, UK",free-ranging,RFID,6 days,1 sec,12 hours,not available,FALSE,2,149,2837,0.257,81,38.081,25.392,0.667,0.08,2.499,1.895,0.758,0.066,0.074,1.121,6.535,0.46,0.006,0.018,0.149454967,0.012,0.031,0.28130171,0.806,0.068,0.767,0.258,0.644,0.401,0.60591438,4,34,4,"Firth, Josh A., and Ben C. Sheldon. ""Experimental manipulation of avian social structure reveals segregation is carried over across contexts."" Proceedings of the Royal Society of London B: Biological Sciences 282.1802 (2015): 20142350."
665,zebra_groupmembership_weighted,N666_zebra_sunderesan_interaction.graphml,Mammalia,Equus,grevyi,group_membership,A group was defined as a set of one or more individuals that is spatially cohesive and distinct from other groups at the time of observation. Edges were constructed based on half-weight index (HWI).,unweighted,Kenya,free-ranging,survey scan,3 months,N/A,focal follow/ad libitum,"sex, demographic status",FALSE,2,27,111,0.316,14,8.222,4.764,0.579,-0.132,8.222,4.764,0.579,1,0,0,14,0.718,0.025,0.05,0.212906939,0.025,0.05,0.212906939,0.876,0.876,0.845,0.203,0.346,0.587,0.810832725,3,7.666666667,4,"Siva R Sundaresan, Ilya R Fischhoff, Jonathan Dushoff, and Daniel I Rubenstein. Network metrics reveal differences in social organization between two fission-fusion species, Grevy's zebra and onager. Oecologia, 151(1):140-149, 2007."
666,cricket_turnell_sexual_weighted,cricket_turnelli_sexual_network.graphml,Insecta,Laupala,cerasina ,FE_mating,fluid exchange occurs,frequency,"Hawaii, USA",captive,visual census,6 weeks,N/A,6 hours,"sex, male body length, weight, and singing effort",TRUE,1,36,89,0.141,9,4.944,2.094,0.424,0.18,5.556,2.42,0.436,1.124,0.329,0.293,10,-0.016,0.046,0.04,0.175770705,0.046,0.046,0.207551504,0,0,0,0.344,0.726,0.474,0.618033082,4,9,5,"Turnell, B. R., and K. L. Shaw. 2015. High opportunity for postcopulatory sexual selection under field conditions. Evol. Int. J. Org. Evol. 69:2094_2104."
667,weevil_sexual_unweighted,weevil_inghilesi_sexual_Year1.graphml,Insecta,Rhynchophorus,ferrugineus ,FE_mating,fluid exchange occurs,unweighted,"Sicily, Italy",captive,captive observation,7 hours,N/A,TBD,"sex, male body length, weight, and singing effort",TRUE,1,23,38,0.15,11,3.304,2.349,0.711,1.792,nan,nan,nan,nan,nan,nan,nan,-0.448,0.085,0.108,0.414621225,0.086,0.101,0.324675325,0,0,0,0.349,0.717,0.487,0.631645436,5,4.6,7,"Inghilesi, A. F., G. Mazza, R. Cervo, and A. Cini. 2015. A network of sex and competition: The promiscuous mating system of an invasive weevil. Curr. Zool. 61:85_97."
668,weevil_sexual_unweighted,weevil_inghilesi_sexual_Year2.graphml,Insecta,Rhynchophorus,ferrugineus ,FE_mating,fluid exchange occurs,unweighted,"Sicily, Italy",captive,captive observation,7 hours,N/A,TBD,"sex, male body length, weight, and singing effort",TRUE,1,23,54,0.213,10,4.696,2.073,0.441,0.334,nan,nan,nan,nan,nan,nan,nan,-0.181,0.059,0.055,0.215257492,0.062,0.061,0.218614719,0,0,0,0.23,0.748,0.307,0.481445819,4,5.75,5,"Inghilesi, A. F., G. Mazza, R. Cervo, and A. Cini. 2015. A network of sex and competition: The promiscuous mating system of an invasive weevil. Curr. Zool. 61:85_97."
669,weevil_sexual_unweighted,weevil_inghilesi_sexual_Year3.graphml,Insecta,Rhynchophorus,ferrugineus ,FE_mating,fluid exchange occurs,unweighted,"Sicily, Italy",captive,captive observation,7 hours,N/a,TBD,"sex, male body length, weight, and singing effort",TRUE,1,24,30,0.109,7,2.5,1.708,0.683,1.085,nan,nan,nan,nan,nan,nan,nan,-0.447,0.095,0.123,0.433399209,0.1,0.125,0.401185771,0,0,0,0.452,0.785,0.576,0.666666667,5,4.8,6,"Inghilesi, A. F., G. Mazza, R. Cervo, and A. Cini. 2015. A network of sex and competition: The promiscuous mating system of an invasive weevil. Curr. Zool. 61:85_97."
670,sneaker_sexual_unweighted,sneaker_muniz_sexual_network.graphml,Arachnid,N/A,N/A,FE_mating,fluid exchange occurs,unweighted,"Sao Pablo, Brazil",free-ranging,transects,2 months,N/A,6 hours,sex,FALSE,16,118,114,0.017,6,1.932,1.031,0.534,1.425,nan,nan,nan,nan,nan,nan,nan,-0.411,0.001,0.001,0.004126142,0.001,0.001,0.004126142,0,0,0,0.438,0.66,0.664,0.061409973,3,3.333333333,6,"Muniz, D. G., P. R. Guimar_es, B. A. Buzatto, and G. Machado. 2015. A sexual network approach to sperm competition in a species with alternative mating tactics. Behav. Ecol. 26:121_129."
671,cricket_fisher_sexual_weighted,cricket_fisher_sexual_network_2006.graphml,Insecta,Gryllus,campestris ,FE_mating,fluid exchange occurs,frequency,Norhern Spain,free-ranging,video,2 years,N/A,TBD,sex,TRUE,1,69,102,0.043,9,2.957,2.01,0.68,1.102,15.275,17.757,1.162,5.167,8.336,1.613,70,0.055,0.053,0.076,0.353625599,0.061,0.091,0.427509511,0,0,0,0.571,0.816,0.7,0.754779864,7,9.857142857,12,"Fisher, D. N., R. Rodrêguez-Mu_oz, and T. Tregenza. 2016. Comparing pre- and post-copulatory mate competition using social network analysis in wild crickets. Behav. Ecol. arv236."
672,cricket_fisher_sexual_weighted,cricket_fisher_sexual_network_2013.graphml,Insecta,Gryllus,campestris ,FE_mating,fluid exchange occurs,frequency,Norhern Spain,free-ranging,video,2 years,N/A,TBD,sex,FALSE,6,161,249,0.019,10,3.093,2.091,0.676,1.012,8.584,9.095,1.06,2.775,2.869,1.034,59,-0.018,0.023,0.034,0.178672201,0.027,0.041,0.194230496,0,0,0,0.637,0.87,0.732,0.738995889,10,14.7,15,"Fisher, D. N., R. Rodrêguez-Mu_oz, and T. Tregenza. 2016. Comparing pre- and post-copulatory mate competition using social network analysis in wild crickets. Behav. Ecol. arv236."
673,pitviper_sexual_unweighted,pitviper_levine_sexual_network.graphml,Reptilia,Agkistrodon,contortrix ,FE_mating,fluid exchange occurs,unweighted,"Connecticut, USA",free-ranging,genetic anlysis,N/A,N/A,N/A,sex,FALSE,14,59,45,0.026,4,1.525,0.851,0.558,1.482,nan,nan,nan,nan,nan,nan,nan,-0.146,0.004,0.009,0.037507562,0.004,0.009,0.037507562,0,0,0,0.527,0.727,0.725,0.266740761,4,4,8,"Levine, B. A., C. F. Smith, G. W. Schuett, M. R. Douglas, M. A. Davis, and M. E. Douglas. 2015. Bateman_Trivers in the 21st Century: sexual selection in a North American pitviper. Biol. J. Linn. Soc. 114:436_445."
674,dog_sexual_unweighted,dog_pal_sexual_network_2006.graphml,Mammalia,Canis,familiaris ,FE_mating,fluid exchange occurs,unweighted,"West Bengal, India",free-ranging,mark recapture,2 years,N/A,focal follow/ad libitum,"sex, group, age class, number of courting associations",FALSE,5,17,13,0.096,3,1.529,0.776,0.508,1.248,nan,nan,nan,nan,nan,nan,nan,-0.31,0.008,0.013,0.0375,0.008,0.014,0.041666667,0,0,0,0.167,0.5,0.334,0.30777517,2,3,4,"Pal, S. K. 2011. Mating System of Free-Ranging Dogs (Canis familiaris). Int. J. Zool. e314216."
