Dataset,Graph#,dirname,Filename,Class,Order,Genus,Species,Taxa,interaction_type,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,Citation
,421,raccoon_proximity_weighted,N421_raccoon_reynolds_matrix_37.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,422,raccoon_proximity_weighted,N422_raccoon_reynolds_matrix_38.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,423,raccoon_proximity_weighted,N423_raccoon_reynolds_matrix_39.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,424,raccoon_proximity_weighted,N424_raccoon_reynolds_matrix_40.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,425,raccoon_proximity_weighted,N425_raccoon_reynolds_matrix_41.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,426,raccoon_proximity_weighted,N426_raccoon_reynolds_matrix_42.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,427,raccoon_proximity_weighted,N427_raccoon_reynolds_matrix_43.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,428,raccoon_proximity_weighted,N428_raccoon_reynolds_matrix_44.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,429,raccoon_proximity_weighted,N429_raccoon_reynolds_matrix_45.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,430,raccoon_proximity_weighted,N430_raccoon_reynolds_matrix_46.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,431,raccoon_proximity_weighted,N431_raccoon_reynolds_matrix_47.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,432,raccoon_proximity_weighted,N432_raccoon_reynolds_matrix_48.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,433,raccoon_proximity_weighted,N433_raccoon_reynolds_matrix_49.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,434,raccoon_proximity_weighted,N434_raccoon_reynolds_matrix_50.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,435,raccoon_proximity_weighted,N435_raccoon_reynolds_matrix_51.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,436,raccoon_proximity_weighted,N436_raccoon_reynolds_matrix_52.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
Sheep Network (Hass),438,sheep_dominance_weighted,N438_sheep_hass_dominance.graphml,Mammalia,Artiodactyla,Ovis,canadensis,Ovis_canadensis,dominance,frequency,"Montana, USA",semi-ranging,manual ,15 months,real time,"Christine C Hass. Social status in female bighorn sheep (Ovis canadensis): Expression, development and reproductive correlates. J. of Zoology, 225(3):509-523, 1991."
Songbird Network (Adelman),439,songbird_association_weighted,N439_songbird_adelman.graphml,Aves,Passeriformes,Haemorhous,mexicanus,Haemorhous_mexicanus,social_projection_bipartite,simple_ratio_index,"Virginia Tech, Virginia, USA",free-ranging,RFID,137 days,1 sec,"Adelman, James S., et al. ""Feeder use predicts both acquisition and transmission of a contagious pathogen in a North American songbird."" Proc. R. Soc. B. Vol. 282. No. 1815. The Royal Society, 2015."
Sparrow Network (Arnberg),440,sparrow_flockmembership_weighted,N440_sparrow_arnberg_social_2009.graphml,Aves,Passeriformes,Zonotrichia,atricapilla,Zonotrichia_atricapilla,group_membership,simple_ratio_index,"California, USA",free-ranging,manual ,3 months,real time,"Arnberg, Nina N., et al. ""Social network structure in wintering golden‐crowned sparrows is not correlated with kinship."" Molecular ecology 24.19 (2015): 5034-5044."
,441,sparrow_flockmembership_weighted,N441_sparrow_arnberg_social_2010.graphml,Aves,Passeriformes,Zonotrichia,atricapilla,Zonotrichia_atricapilla,group_membership,simple_ratio_index,"California, USA",free-ranging,manual ,4 months,real time,"Arnberg, Nina N., et al. ""Social network structure in wintering golden‐crowned sparrows is not correlated with kinship."" Molecular ecology 24.19 (2015): 5034-5044."
Sparrow Network (Shizuka),442,sparrowlyon_flockmembership_weighted,N442_sparrow_shizuka_flock_season2.graphml,Aves,Passeriformes,Zonotrichia,atricapilla,Zonotrichia_atricapilla,group_membership,frequency,"California, USA",free-ranging,manual ,4 months,real time,"Shizuka, Daizaburo, et al. ""Across‐year social stability shapes network structure in wintering migrant sparrows."" Ecology letters 17.8 (2014): 998-1007."
,443,sparrowlyon_flockmembership_weighted,N443_sparrow_shizuka_flock_season3.graphml,Aves,Passeriformes,Zonotrichia,atricapilla,Zonotrichia_atricapilla,group_membership,frequency,"California, USA",free-ranging,manual ,6 months,real time,"Shizuka, Daizaburo, et al. ""Across‐year social stability shapes network structure in wintering migrant sparrows."" Ecology letters 17.8 (2014): 998-1007."
Spidermonkey Network (Rimbach),444,spidermonkeys_contact_weighted,N444_spidermonkeys_rimbach.graphml,Mammalia,Primates,Ateles,hybridus,Ateles_hybridus,physical_contact,duration,Colombia,free-ranging,manual ,2 years,15min,"Rimbach, Rebecca, et al. ""Brown spider monkeys (Ateles hybridus): a model for differentiating the role of social networks and physical contact on parasite transmission dynamics."" Phil. Trans. R. Soc. B 370.1669 (2015): 20140110."
Fish Stickeback Network (Atton),445,fishstickleback_proximity_weighted,N445_stickleback_atton_group_1.graphml,Actinopterygii,Gasterosteiformes,Gasterosteus,aculeatus,Gasterosteus_aculeatus,group_membership,frequency,"St. Andrews, UK",captive,video,120 min,6 min,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
,446,fishstickleback_proximity_weighted,N446_stickleback_atton_group_2.graphml,Actinopterygii,Gasterosteiformes,Gasterosteus,aculeatus,Gasterosteus_aculeatus,group_membership,frequency,"St. Andrews, UK",captive,video,120 min,6 min,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
,447,fishstickleback_proximity_weighted,N447_stickleback_atton_group_3.graphml,Actinopterygii,Gasterosteiformes,Gasterosteus,aculeatus,Gasterosteus_aculeatus,group_membership,frequency,"St. Andrews, UK",captive,video,120 min,6 min,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
,448,fishstickleback_proximity_weighted,N448_stickleback_atton_group_4.graphml,Actinopterygii,Gasterosteiformes,Gasterosteus,aculeatus,Gasterosteus_aculeatus,group_membership,frequency,"St. Andrews, UK",captive,video,120 min,6 min,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
,449,fishstickleback_proximity_weighted,N449_stickleback_atton_group_5.graphml,Actinopterygii,Gasterosteiformes,Gasterosteus,aculeatus,Gasterosteus_aculeatus,group_membership,frequency,"St. Andrews, UK",captive,video,120 min,6 min,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
,450,fishstickleback_proximity_weighted,N450_stickleback_atton_group_6.graphml,Actinopterygii,Gasterosteiformes,Gasterosteus,aculeatus,Gasterosteus_aculeatus,group_membership,frequency,"St. Andrews, UK",captive,video,120 min,6 min,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
,451,fishstickleback_proximity_weighted,N451_stickleback_atton_group_7.graphml,Actinopterygii,Gasterosteiformes,Gasterosteus,aculeatus,Gasterosteus_aculeatus,group_membership,frequency,"St. Andrews, UK",captive,video,120 min,6 min,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
Thornbill Hummingbird Network (Farine),452,thornbill_groupmembership_weighted,N452_thornbills_farine.graphml,Aves,Passeriformes,Acanthiza,N/A,Acanthiza_N/A,group_membership,frequency,"Canberra, Australia",free-ranging,manual ,2 months,real time,"Farine, Damien R., and Peter J. Milburn. ""Social organisation of thornbill-dominated mixed-species flocks using social network analysis."" Behavioral Ecology and Sociobiology 67.2 (2013): 321-330."
Tortoise Network (Sah),453,desert_tortoise_asynchronous_burrow_sharing,N453_tortoise_sah_network_BSV_aggregate_year_1996_season_active.graphml,Reptilia,Testudines,Gopherus,agassizii,Gopherus_agassizii,social_projection_bipartite,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,real time,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
,454,desert_tortoise_asynchronous_burrow_sharing,N454_tortoise_sah_network_BSV_aggregate_year_1997_season_active.graphml,Reptilia,Testudines,Gopherus,agassizii,Gopherus_agassizii,social_projection_bipartite,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,real time,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
,455,desert_tortoise_asynchronous_burrow_sharing,N455_tortoise_sah_network_BSV_aggregate_year_1997_season_inactive.graphml,Reptilia,Testudines,Gopherus,agassizii,Gopherus_agassizii,social_projection_bipartite,unweighted,"Nevada, USA",free-ranging,radio tags,4 months,real time,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
,456,desert_tortoise_asynchronous_burrow_sharing,N456_tortoise_sah_network_BSV_aggregate_year_1998_season_active.graphml,Reptilia,Testudines,Gopherus,agassizii,Gopherus_agassizii,social_projection_bipartite,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,real time,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
,457,desert_tortoise_asynchronous_burrow_sharing,N457_tortoise_sah_network_BSV_aggregate_year_1998_season_inactive.graphml,Reptilia,Testudines,Gopherus,agassizii,Gopherus_agassizii,social_projection_bipartite,unweighted,"Nevada, USA",free-ranging,radio tags,4 months,real time,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
,458,desert_tortoise_asynchronous_burrow_sharing,N458_tortoise_sah_network_BSV_aggregate_year_1999_season_active.graphml,Reptilia,Testudines,Gopherus,agassizii,Gopherus_agassizii,social_projection_bipartite,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,real time,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
,459,desert_tortoise_asynchronous_burrow_sharing,N459_tortoise_sah_network_CS_aggregate_year_2006_season_active.graphml,Reptilia,Testudines,Gopherus,agassizii,Gopherus_agassizii,social_projection_bipartite,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,real time,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
,460,desert_tortoise_asynchronous_burrow_sharing,N460_tortoise_sah_network_CS_aggregate_year_2007_season_active.graphml,Reptilia,Testudines,Gopherus,agassizii,Gopherus_agassizii,social_projection_bipartite,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,real time,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
